"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
08-Nov-21 45,30153,28545,43731,29531,5859,12000,985,-1015
15-Nov-21 46,30105,28332,42660,28460,6930,12000,127,-1873
22-Nov-21 47,30305,28177,41977,27777,7613,12000,-400,-2400
29-Nov-21 48,30200,28099,41893,27693,7697,12000,-407,-2407
06-Dec-21 49,29910,27809,42113,27913,7477,12000,103,-1897
13-Dec-21 50,29837,27735,43162,28962,6428,12000,1226,-774
20-Dec-21 51,28362,26261,42852,28652,6738,12000,2390,390
27-Dec-21 52,26565,24464,42852,28652,6738,12000,4188,2188
03-Jan-22 1,28986,26789,42697,28497,6893,12000,1707,-293
10-Jan-22 2,29423,27227,42712,28512,6878,12000,1285,-715
17-Jan-22 3,29894,27698,43101,28901,6489,12000,1202,-798
24-Jan-22 4,29903,27706,42623,28423,6967,12000,716,-1284
31-Jan-22 5,30114,27958,42813,28613,6777,12000,655,-1345
07-Feb-22 6,31070,28914,42846,28646,6744,12000,-268,-2268
14-Feb-22 7,31222,29066,42552,28352,7038,12000,-714,-2714
21-Feb-22 8,31028,28872,42681,28481,6909,12000,-391,-2391
28-Feb-22 9,31137,29264,43125,28925,6465,12000,-340,-2340
07-Mar-22 10,31398,29525,43807,29607,5783,12000,82,-1918
14-Mar-22 11,31249,29375,43797,29597,5793,12000,221,-1779
21-Mar-22 12,31216,29161,42913,28713,6677,12000,-449,-2449
28-Mar-22 13,31470,29415,43726,29526,5864,12000,111,-1889
04-Apr-22 14,31552,30175,44347,31147,5243,11000,972,-1028
11-Apr-22 15,31814,30437,44537,31337,5053,11000,900,-1100
18-Apr-22 16,32020,30642,44492,31292,5098,11000,649,-1351
25-Apr-22 17,32052,30674,44492,31292,5098,11000,617,-1383
02-May-22 18,32553,31122,44967,31767,4623,11000,645,-1355
09-May-22 19,33309,31878,46401,33201,3189,11000,1322,-678
16-May-22 20,33997,32566,46401,33201,3189,11000,634,-1366
23-May-22 21,33899,32468,46401,33201,3189,11000,733,-1267
30-May-22 22,35359,33928,46254,33054,3336,11000,-874,-2874
06-Jun-22 23,34352,32786,45756,32556,3834,11000,-230,-2230
13-Jun-22 24,34186,32620,45437,32237,4153,11000,-383,-2383
20-Jun-22 25,34427,32861,45735,32535,3855,11000,-326,-2326
27-Jun-22 26,34450,32884,45858,32658,3732,11000,-227,-2227
04-Jul-22 27,34574,33000,45796,32596,3794,11000,-405,-2405
11-Jul-22 28,34644,33071,46033,32833,3557,11000,-238,-2238
18-Jul-22 29,35023,33450,46033,32833,3557,11000,-617,-2617
25-Jul-22 30,34323,32750,45843,32643,3747,11000,-107,-2107
01-Aug-22 31,33489,31924,45228,32028,4362,11000,103,-1897
08-Aug-22 32,33039,31474,44544,31344,5046,11000,-130,-2130
15-Aug-22 33,33212,31647,44561,31361,5029,11000,-287,-2287
22-Aug-22 34,32861,31323,44561,31361,5029,11000,38,-1962
29-Aug-22 35,32397,30878,44416,31216,5174,11000,337,-1663
05-Sep-22 36,32729,30641,44676,31476,4914,11000,834,-1166
12-Sep-22 37,32971,30883,44291,31091,5299,11000,208,-1792
19-Sep-22 38,32359,30272,43324,30124,6266,11000,-148,-2148
26-Sep-22 39,32080,29992,43058,29858,6532,11000,-134,-2134
03-Oct-22 40,32335,30308,43590,30390,6000,11000,82,-1918
10-Oct-22 41,31698,29809,42623,29423,6967,11000,-387,-2387
17-Oct-22 42,31949,30038,42983,29783,6607,11000,-255,-2255
24-Oct-22 43,31339,29451,42630,29430,6960,11000,-21,-2021
31-Oct-22 44,31659,29346,42391,29191,7199,11000,-156,-2156
07-Nov-22 45,32058,29689,42331,29131,7259,11000,-558,-2558
14-Nov-22 46,31799,29430,42942,29742,6648,11000,311,-1689
