"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
08-Feb-21 6,29178,27715,42183,27983,6468,12000,268,-1732
15-Feb-21 7,29672,27944,41083,26883,7568,12000,-1062,-3062
22-Feb-21 8,29491,27999,41340,27140,7311,12000,-860,-2860
01-Mar-21 9,29527,28097,41915,27715,6736,12000,-383,-2383
08-Mar-21 10,29609,28180,41492,27292,7159,12000,-888,-2888
15-Mar-21 11,29551,28121,41220,27020,7431,12000,-1102,-3102
22-Mar-21 12,29435,28006,41547,27347,7104,12000,-660,-2660
29-Mar-21 13,29646,28176,41547,27347,7104,12000,-829,-2829
05-Apr-21 14,29543,28433,42452,29252,6199,11000,819,-1181
12-Apr-21 15,30081,28970,43837,30637,4814,11000,1667,-333
19-Apr-21 16,30557,29446,43837,30637,4814,11000,1191,-809
26-Apr-21 17,30381,29270,44022,30822,4629,11000,1552,-448
03-May-21 18,31211,30162,44697,31497,3954,11000,1334,-666
10-May-21 19,33084,32035,45159,31959,3492,11000,-76,-2076
17-May-21 20,33816,32767,45634,32434,3017,11000,-334,-2334
24-May-21 21,34741,33692,46896,33696,1755,11000,3,-1997
31-May-21 22,34752,33703,46816,33616,1835,11000,-87,-2087
07-Jun-21 23,34333,33171,46096,32896,2555,11000,-276,-2276
14-Jun-21 24,33909,32747,45621,32421,3030,11000,-327,-2327
21-Jun-21 25,33971,32809,46251,33051,2400,11000,242,-1758
28-Jun-21 26,33884,32722,45734,32534,2917,11000,-188,-2188
05-Jul-21 27,33818,32613,46084,32884,2567,11000,271,-1729
12-Jul-21 28,33818,32613,45894,32694,2757,11000,81,-1919
19-Jul-21 29,34013,32808,45894,32694,2757,11000,-114,-2114
26-Jul-21 30,33906,32701,45174,31974,3477,11000,-728,-2728
02-Aug-21 31,33120,31572,45174,31974,3477,11000,401,-1599
09-Aug-21 32,32536,30988,44331,31131,4320,11000,142,-1858
16-Aug-21 33,32389,30841,43799,30599,4852,11000,-243,-2243
23-Aug-21 34,31883,30335,43609,30409,5042,11000,74,-1926
30-Aug-21 35,32142,30594,43736,30536,4915,11000,-59,-2059
06-Sep-21 36,31921,30317,43682,30482,4969,11000,164,-1836
13-Sep-21 37,31833,30228,43132,29932,5519,11000,-297,-2297
20-Sep-21 38,31721,30117,44182,30982,4469,11000,865,-1135
27-Sep-21 39,31499,29895,43008,29808,5643,11000,-87,-2087
04-Oct-21 40,32009,30007,42953,29753,5698,11000,-255,-2255
11-Oct-21 41,31733,29782,42553,29353,6098,11000,-429,-2429
18-Oct-21 42,31714,29763,43391,30191,5260,11000,427,-1573
25-Oct-21 43,31526,29575,42367,29167,6284,11000,-408,-2408
01-Nov-21 44,31436,29066,41788,28588,6863,11000,-478,-2478
08-Nov-21 45,31408,29038,42324,29124,6327,11000,85,-1915
15-Nov-21 46,31522,29153,42255,29055,6396,11000,-98,-2098
22-Nov-21 47,31380,29010,41670,28470,6981,11000,-541,-2541
29-Nov-21 48,31027,28674,42129,28929,6522,11000,254,-1746
06-Dec-21 49,31147,28807,41537,28337,7114,11000,-470,-2470
13-Dec-21 50,30318,27977,42552,29352,6099,11000,1374,-626
20-Dec-21 51,28924,26583,41992,28792,6659,11000,2208,208
27-Dec-21 52,27281,24940,42359,29159,6292,11000,4219,2219
03-Jan-22 1,29397,26817,42056,28856,6595,11000,2039,39
10-Jan-22 2,30102,27824,41895,28695,6756,11000,870,-1130
17-Jan-22 3,30280,28002,41564,28364,7087,11000,361,-1639
24-Jan-22 4,30217,27940,42917,29717,5734,11000,1777,-223
31-Jan-22 5,30837,28896,42803,29603,5848,11000,706,-1294
07-Feb-22 6,31327,29386,43586,30386,5065,11000,1000,-1000
14-Feb-22 7,31301,29361,42993,29793,5658,11000,432,-1568
